0,0
0.0333333,0.207912
0.0666667,0.406737
0.1,0.587785
0.133333,0.743145
0.166667,0.866025
0.2,0.951057
0.233333,0.994522
0.266667,0.994522
0.3,0.951057
0.333333,0.866025
0.366667,0.743145
0.4,0.587785
0.433333,0.406737
0.466667,0.207912
0.5,5.66554e-16
0.533333,-0.207912
0.566667,-0.406737
0.6,-0.587785
0.633333,-0.743145
0.666667,-0.866025
0.7,-0.951057
0.733333,-0.994522
0.766667,-0.994522
0.8,-0.951057
0.833333,-0.866025
0.866667,-0.743145
0.9,-0.587785
0.933333,-0.406737
0.966667,-0.207912
1,-2.44929e-16
